item;listDelta
11;6;12;24;3;49;16;6;19;2;8;3;5;19;19;14;15;9;4;7;6;1;4;3;35;7;3;13;6;16;3;12;6;5;2;11;6;2;20;4;5;3;15;1;16;2;4;13;5;2;8;3;3;2;22;11;9;18;5;21;1;10;1;9;10;5;20;6;23;4;2;5;3;9;13;14;6;9;13;1;7;10;13;9;2;13;3;3;5;28;6;12;4;6;10;8;30;19;5;3;13;1;25;2;1;2;9;1;5;14;1;4;
12;1;4;1;48;11;17;13;6;4;62;10;1;3;5;10;8;35;2;5;1;3;7;3;6;15;13;7;4;25;5;12;3;35;10;28;6;11;2;3;16;3;7;13;37;1;5;9;7;16;2;1;5;7;4;11;4;9;4;7;7;4;31;1;28;4;5;16;6;24;33;5;15;2;7;8;27;20;12;3;1;15;4;1;7;4;3;25;23;4;6;1;1;26;5;13;18;5;8;
13;1;16;4;8;5;12;2;10;3;7;3;5;7;7;1;9;3;3;8;2;4;4;31;1;26;12;28;1;22;29;11;6;1;1;3;3;1;1;4;18;10;16;33;5;4;16;3;1;3;7;11;2;2;7;1;3;10;9;9;1;3;1;16;8;14;16;3;2;6;1;11;3;2;2;3;6;3;6;20;12;2;10;3;5;17;5;4;1;11;3;6;17;3;2;6;9;1;5;5;55;13;5;8;2;5;1;17;1;8;7;29;15;11;2;9;6;7;37;6;5;12;5;4;14;
14;22;6;5;6;1;24;8;5;6;9;12;4;13;9;16;15;5;2;8;18;6;7;15;7;9;1;5;5;15;2;20;5;11;18;12;12;5;44;6;1;14;11;12;17;3;26;6;2;2;2;5;34;2;23;7;7;31;3;12;2;2;4;6;18;20;21;5;3;4;3;4;3;13;14;22;9;3;9;38;13;2;20;39;4;8;2;3;1;2;16;2;38;1;2;5;19;29;
15;5;7;3;5;2;7;28;13;25;2;1;15;7;6;6;18;14;24;3;3;7;35;9;9;3;3;6;16;26;6;6;2;1;1;12;38;19;10;21;3;10;16;3;5;10;5;9;6;6;4;17;1;4;8;19;15;6;4;6;3;15;12;15;5;1;13;9;1;7;1;12;19;9;2;2;1;10;1;2;13;10;11;12;11;1;1;36;2;12;8;13;1;2;2;1;8;1;14;1;8;13;38;7;4;4;1;15;2;6;4;14;17;3;3;11;7;
16;14;13;2;17;5;10;1;19;3;4;2;4;12;21;7;11;1;9;4;10;11;3;14;4;13;1;5;1;2;13;7;8;11;9;9;2;18;8;2;7;7;2;23;14;3;3;2;4;5;3;1;7;1;3;7;15;8;16;3;24;7;8;2;15;13;3;7;7;1;19;5;3;3;27;15;9;22;7;34;4;7;8;8;9;13;1;1;2;9;4;2;10;1;20;9;15;15;19;3;6;9;12;3;5;12;10;4;9;6;5;45;5;1;3;
17;2;5;10;8;4;3;28;11;12;1;9;7;39;6;30;8;7;8;14;20;4;4;5;7;9;5;6;1;12;1;4;7;2;9;15;11;27;20;7;14;2;1;19;3;8;1;15;27;10;2;5;6;6;10;19;3;5;2;21;5;1;7;1;17;5;11;12;2;9;8;3;14;6;23;3;1;5;10;7;1;6;29;12;5;1;11;2;6;14;26;5;18;4;25;1;7;2;9;5;7;1;57;19;14;
18;38;17;3;2;2;8;8;3;2;2;4;3;2;18;15;24;2;9;14;12;12;4;2;7;6;9;1;3;10;7;1;10;11;67;3;7;7;2;9;4;28;24;2;9;3;2;32;13;4;4;12;24;30;3;3;6;3;15;15;7;1;2;7;7;21;2;46;6;27;23;8;7;10;24;13;8;1;4;5;7;2;1;11;6;5;15;1;22;9;9;1;2;6;18;34;12;6;27;19;
19;9;15;21;7;2;13;16;9;5;23;45;2;1;13;4;1;8;13;9;8;8;1;20;28;7;12;1;2;5;18;8;21;1;1;9;16;3;5;3;6;5;5;3;13;11;13;23;1;4;13;2;2;16;7;11;50;11;10;7;24;20;52;14;26;4;1;25;4;47;8;15;14;8;1;5;20;9;60;6;31;19;6;10;8;
20;2;3;7;1;1;1;1;11;4;15;2;6;6;3;4;22;14;58;13;4;5;5;14;1;7;1;8;4;6;4;6;6;16;35;11;14;12;21;21;1;12;11;21;21;12;1;1;12;7;3;9;28;35;4;6;3;6;21;2;14;8;4;22;10;6;1;3;9;30;4;2;13;17;2;18;4;12;29;35;16;2;5;1;1;13;5;3;10;2;10;1;10;28;1;5;3;2;11;2;16;5;10;14;3;8;8;2;
21;9;5;13;5;6;4;3;9;26;5;20;6;1;7;3;16;10;2;9;10;1;9;3;10;26;15;7;5;4;18;13;5;4;9;14;6;8;12;24;2;16;4;3;17;2;4;28;15;9;4;1;8;38;16;9;10;10;18;3;25;10;15;1;2;11;12;1;15;25;25;7;3;8;10;14;9;19;4;2;2;24;6;5;3;12;24;1;4;4;4;7;25;2;2;5;16;7;19;2;2;16;5;21;
22;3;2;1;23;11;27;2;12;20;7;8;2;3;2;9;6;6;7;3;1;19;6;8;8;15;11;29;5;14;11;5;19;25;4;15;3;17;1;4;3;12;15;24;2;1;4;14;3;7;11;7;1;1;5;1;6;16;9;1;6;32;2;16;14;7;11;14;4;3;3;9;9;3;1;12;4;11;1;21;10;11;6;1;7;9;3;6;2;3;8;5;13;4;6;10;4;22;13;18;2;7;3;3;22;2;7;6;4;16;7;13;16;2;7;2;5;7;15;6;9;6;3;3;1;2;6;1;
23;18;13;1;20;2;9;3;12;1;1;1;14;9;2;12;15;7;15;9;10;21;24;25;5;15;1;5;12;14;6;4;3;4;3;3;10;27;6;3;10;25;7;10;26;5;15;7;1;20;7;8;6;7;1;2;4;3;5;3;17;9;14;5;9;11;4;9;14;7;2;6;4;2;4;1;1;4;14;3;17;9;3;19;5;14;3;10;16;2;5;9;28;2;5;1;17;3;3;5;3;4;11;1;1;9;13;5;17;2;21;3;7;1;3;4;2;6;16;1;39;2;4;
24;3;38;2;1;4;3;3;23;6;5;10;1;6;9;65;2;5;15;10;11;1;3;12;2;11;1;6;21;7;10;2;2;26;12;3;3;1;18;1;1;5;2;21;30;8;11;2;20;8;3;15;16;12;22;28;12;23;6;4;11;17;18;2;12;2;5;18;22;3;9;4;1;9;10;2;2;13;10;3;3;7;5;9;15;2;13;9;17;2;8;17;5;21;6;10;9;18;1;8;3;14;11;1;
25;18;9;18;8;5;51;2;9;8;4;1;11;22;12;15;9;9;8;17;19;1;18;1;4;3;18;2;12;1;6;5;19;11;7;2;22;7;1;8;9;8;5;2;3;4;6;2;4;7;17;30;8;21;6;13;12;14;5;26;12;14;13;31;5;28;10;13;3;3;4;3;15;4;1;39;16;8;30;39;4;13;8;6;16;4;2;1;26;8;2;23;17;8;
26;28;4;10;21;4;7;5;14;10;2;5;7;1;35;2;18;11;1;2;9;22;3;34;4;4;1;1;7;4;2;17;7;3;15;6;5;7;10;8;16;12;31;12;3;4;1;6;7;4;16;8;2;1;2;10;4;35;10;4;3;50;8;1;7;4;9;9;1;5;14;3;9;18;24;15;4;4;21;12;3;13;4;5;6;5;20;7;8;21;23;34;7;2;10;7;1;6;1;7;14;29;9;4;7;6;7;
27;12;11;4;3;2;6;6;7;8;12;2;1;8;7;8;23;8;1;30;14;12;31;3;4;22;27;4;21;7;2;7;12;17;2;13;14;5;8;5;12;1;7;7;6;24;1;3;9;19;3;14;1;2;7;22;15;14;4;1;6;10;7;11;11;7;4;2;1;21;7;4;10;3;5;7;21;40;2;3;8;4;7;16;1;1;3;5;25;26;3;9;6;7;3;15;9;3;3;9;2;7;6;1;3;13;16;1;2;5;1;2;14;8;8;2;1;3;19;11;
28;6;3;7;6;5;6;8;14;14;8;8;5;2;5;7;13;4;8;20;11;11;3;1;1;4;7;30;15;1;21;7;14;5;5;3;20;16;4;15;16;23;1;3;2;14;18;4;17;2;52;6;29;2;1;6;29;10;13;21;4;14;2;4;2;14;11;18;13;2;17;27;3;3;7;6;6;1;10;11;5;10;3;3;2;25;1;13;7;1;8;9;5;21;2;12;9;1;3;4;10;1;4;14;20;11;25;12;3;3;
29;1;7;1;5;25;3;5;13;22;8;1;7;4;3;15;15;3;9;25;11;32;2;1;1;6;8;7;1;21;15;12;2;11;1;7;11;11;5;5;24;8;11;14;6;2;11;2;12;2;9;3;20;7;10;3;6;7;21;9;1;15;5;17;28;3;34;8;15;9;23;8;2;1;14;3;11;6;4;8;7;32;6;3;4;5;5;10;14;7;37;25;9;7;15;10;17;13;11;1;6;15;3;12;2;
30;2;11;1;3;4;3;9;2;6;1;17;9;21;9;3;19;28;2;1;24;17;2;7;12;4;4;9;2;15;1;20;10;6;11;6;15;27;11;1;3;8;9;2;2;32;8;28;9;2;16;1;14;22;17;10;11;2;12;11;2;11;6;9;27;2;29;31;2;2;4;1;8;3;5;27;27;2;12;10;6;39;22;2;8;10;1;13;5;47;9;4;7;5;15;24;16;1;
31;15;12;16;11;1;5;9;31;1;4;7;2;19;6;33;14;35;30;29;6;2;1;4;26;39;10;2;4;67;16;13;11;5;11;3;1;5;1;2;11;11;9;2;3;2;12;7;21;18;2;22;15;8;7;2;6;2;2;3;3;6;17;19;6;21;17;1;13;9;3;11;20;13;5;1;2;13;22;18;5;2;5;15;12;20;2;5;18;6;3;1;19;2;2;2;4;15;
32;9;16;11;26;8;4;6;11;1;26;7;4;4;4;3;6;1;4;7;4;7;1;12;11;5;1;1;23;20;6;3;4;24;11;14;2;2;1;10;6;6;13;24;6;7;3;2;24;4;11;7;8;6;3;1;29;4;19;15;3;2;9;5;10;14;6;9;8;18;4;18;4;17;5;2;9;1;10;1;18;8;8;3;12;12;24;1;7;3;17;7;12;15;24;5;22;18;9;13;17;13;1;20;8;4;5;20;1;21;1;18;4;
33;9;2;1;28;8;1;32;2;10;7;10;20;22;1;24;8;5;5;3;6;11;2;3;3;4;3;3;9;2;19;1;5;4;2;8;16;24;3;4;5;16;1;1;10;3;9;12;5;32;1;8;18;3;22;6;3;15;2;15;13;3;10;1;3;20;1;34;6;2;11;14;3;14;7;3;8;8;16;1;8;5;6;3;3;3;5;2;5;17;8;1;14;1;8;13;1;35;5;13;5;2;7;15;5;11;2;3;8;15;6;6;8;5;6;1;5;1;32;6;3;17;14;
34;2;25;2;10;8;4;6;2;2;11;10;19;18;1;12;11;2;25;4;39;5;7;1;1;2;26;26;6;18;2;3;23;7;6;5;5;1;3;16;10;9;8;8;5;5;2;12;1;27;9;8;2;19;6;18;2;9;6;6;76;13;13;5;1;27;2;1;14;93;2;11;3;13;6;42;28;7;10;1;2;5;14;5;3;6;1;2;5;6;3;10;7;28;6;3;
35;8;3;19;2;1;14;4;3;13;15;11;11;5;42;3;5;9;23;16;4;2;2;23;9;2;2;3;11;3;1;11;7;1;9;6;5;60;3;22;19;1;27;4;24;5;9;27;4;9;14;5;5;15;3;3;13;28;18;6;3;12;6;15;4;1;3;12;11;17;1;3;8;4;43;1;11;1;6;8;8;4;11;21;19;19;6;18;9;3;5;5;12;5;1;27;14;9;13;5;12;2;9;
36;2;12;5;5;10;14;23;27;8;3;8;3;3;12;10;4;2;20;4;30;3;1;6;1;5;2;10;12;24;2;9;17;22;12;5;5;8;11;8;1;2;14;43;6;9;18;15;4;5;12;1;1;9;2;2;4;3;1;9;29;2;13;1;27;2;40;9;14;1;1;11;7;18;19;7;29;14;15;1;2;7;4;2;6;5;6;6;25;7;7;49;17;3;22;4;4;11;11;4;12;2;1;9;
37;3;10;31;14;3;11;13;9;26;14;12;4;9;3;2;18;4;21;3;1;6;5;3;61;1;5;1;4;1;3;11;15;6;2;6;28;1;4;3;7;11;5;11;8;3;4;1;21;5;7;12;7;3;16;5;13;22;2;12;1;3;4;7;32;7;5;2;6;2;15;14;25;11;3;9;26;4;6;1;21;2;1;13;2;7;36;4;11;7;3;21;2;11;14;9;34;22;5;5;1;32;4;5;11;5;10;6;
38;6;13;4;23;28;33;1;9;1;21;9;7;18;2;5;6;13;7;7;16;14;1;17;8;11;4;9;9;6;1;5;20;4;10;6;14;3;37;14;6;19;3;6;9;6;3;11;12;26;8;1;13;5;13;1;2;4;8;17;5;7;3;8;15;1;4;1;2;10;13;3;10;28;10;2;6;5;11;3;19;9;23;9;4;15;13;11;1;4;8;3;22;5;1;8;1;10;8;2;31;4;10;16;17;2;4;7;2;7;1;4;9;2;
39;1;13;5;3;6;24;10;18;9;49;16;1;13;6;7;19;12;4;10;14;16;17;1;7;11;3;3;4;21;1;31;8;18;6;8;13;3;1;30;10;8;6;14;12;11;2;4;13;3;9;14;1;17;19;11;18;6;59;13;20;25;5;3;22;25;3;12;1;17;2;6;4;11;6;2;3;3;1;5;6;3;20;11;17;9;13;12;11;1;11;11;3;5;35;3;
40;18;14;5;1;6;4;21;8;2;8;6;11;1;4;6;21;2;10;2;1;2;13;6;4;8;2;17;1;18;4;1;10;5;4;12;9;4;5;4;20;8;5;4;22;2;4;9;3;1;7;26;3;6;10;3;12;15;1;3;4;4;9;4;18;4;11;17;52;4;1;2;4;7;1;31;16;4;14;8;1;6;14;1;11;2;21;17;13;26;11;36;4;7;20;12;8;14;6;18;5;17;9;33;7;1;8;1;2;6;25;12;
41;1;1;9;6;1;4;5;15;7;13;7;11;15;5;2;17;6;2;3;5;3;5;10;6;1;6;13;4;9;2;7;2;2;15;3;40;8;4;3;3;4;24;3;12;8;8;1;4;10;8;21;11;8;2;2;1;3;5;3;2;29;2;5;2;1;10;1;7;8;23;27;5;13;23;7;2;9;6;2;5;12;13;11;5;25;12;12;8;15;10;1;8;8;24;2;19;7;11;15;21;5;12;7;2;24;12;3;18;2;2;1;3;28;14;1;11;2;15;2;4;9;1;1;7;7;2;1;
42;12;42;17;32;10;1;2;15;5;13;2;26;2;11;3;18;1;5;20;6;7;22;44;15;6;1;12;5;1;4;10;50;17;4;17;11;3;4;18;34;11;2;1;2;6;12;2;10;3;6;5;1;20;27;3;3;54;22;18;9;17;7;5;9;16;6;6;3;1;19;22;6;18;5;9;15;17;8;5;36;27;14;4;
43;14;2;3;1;8;8;21;8;8;2;1;2;19;4;13;6;5;4;3;1;3;9;10;8;2;5;2;5;15;22;17;33;5;12;5;9;11;18;11;5;15;42;5;24;2;1;41;9;23;3;9;9;12;5;7;2;9;45;4;5;6;1;3;9;5;14;6;1;8;12;4;7;6;16;21;1;8;2;3;8;5;5;1;1;7;10;3;1;24;5;8;17;11;12;3;21;7;5;17;14;2;29;1;2;4;20;6;31;4;7;4;
44;16;22;3;11;12;12;1;3;8;14;4;3;8;17;64;7;16;19;8;4;10;8;15;3;1;4;3;1;10;40;2;29;13;2;18;5;5;18;9;3;3;31;20;20;5;27;4;5;1;5;5;15;19;12;16;12;14;7;6;2;15;8;5;19;15;8;8;1;13;9;11;11;9;3;5;15;2;10;7;37;10;4;11;5;1;5;22;4;22;13;15;10;22;4;
45;3;4;9;5;21;4;16;28;13;17;3;9;4;17;1;17;4;2;4;3;5;15;14;2;5;5;2;5;25;1;4;18;30;8;3;8;2;3;13;4;5;4;6;5;1;4;9;1;2;8;36;4;4;10;4;17;12;4;3;4;13;30;14;12;5;12;7;4;12;5;14;2;3;6;29;9;7;56;4;22;13;3;4;43;6;6;1;2;75;4;7;11;14;9;6;1;1;4;2;7;42;4;1;4;
46;3;3;27;12;14;6;17;1;9;4;7;14;3;18;14;9;26;17;18;2;10;1;8;10;15;6;29;25;13;8;5;12;5;20;3;2;5;14;37;24;13;11;13;36;10;16;10;13;3;4;4;7;14;19;2;15;22;2;12;6;6;3;5;5;3;17;5;1;14;14;1;3;11;6;5;1;1;4;29;6;6;10;19;7;43;3;1;4;9;11;22;2;1;5;5;12;23;1;6;
47;2;30;10;2;30;3;4;1;1;3;10;1;22;26;1;5;4;3;11;18;15;14;2;27;8;68;21;2;10;4;6;15;3;3;1;5;1;18;9;3;23;19;1;11;21;21;9;5;19;4;8;3;9;16;4;16;3;11;7;5;14;2;40;1;4;15;4;2;1;7;19;18;4;1;2;2;5;13;22;6;22;26;8;1;7;10;4;25;24;27;16;7;6;4;4;3;22;
48;9;9;3;4;2;25;4;11;6;7;67;5;36;4;3;2;2;29;5;5;44;1;21;10;5;30;6;8;2;19;6;65;11;9;3;12;1;4;10;10;1;18;1;2;11;11;12;30;27;31;5;8;1;3;30;35;16;10;2;1;1;1;1;7;8;13;10;4;3;3;5;5;1;32;12;33;20;6;7;2;13;15;4;26;3;4;9;10;1;3;2;
